sa_finance1_cocode|sa_company_name|sa_finance1_year|sa_ann_rep_months|sa_fs_format|sa_sale_of_goods|sa_long_term_borrowings|sa_curr_portion_lt_borrowings|sa_net_fixed_assets|sa_gross_fixed_ast_addn|sa_gross_intangible_assets_tot_addn|sa_cf_net_frm_op_activity
357699|DEL MONTE FOODS PVT. LTD.|20170331|12|INDAS|5168.1000|231.9000|417.2000|1073.1000|141.7000|2.1000|127.0000
357699|DEL MONTE FOODS PVT. LTD.|20180331|12|INDAS|5205.6000|0.0000|231.9000|986.6000|44.4000|NA|322.6000
357699|DEL MONTE FOODS PVT. LTD.|20190331|12|INDAS|5627.4000|NA|NA|911.6000|50.1000|1.2000|14.8000
357699|DEL MONTE FOODS PVT. LTD.|20200331|12|INDAS|5656.0000|177.9000|NA|1058.0000|45.5000|2.0000|-153.8000
357699|DEL MONTE FOODS PVT. LTD.|20210331|12|INDAS|4341.3000|264.5000|150.0000|916.7000|7.3000|0.6000|204.8000
357699|DEL MONTE FOODS PVT. LTD.|20220331|12|INDAS|2308.0000|405.3000|71.3000|818.9000|52.7000|1.8000|147.5000
357699|DEL MONTE FOODS PVT. LTD.|20230331|12|INDAS|2796.1000|390.3000|80.0000|696.9000|35.8000|0.2000|190.0000
384085|PARAG MILK FOODS LTD.|20150331|12|IGAAP|13111.8000|1682.7000|1216.2000|2379.0000|761.7000|0.6000|774.0000
384085|PARAG MILK FOODS LTD.|20160331|12|IGAAP|14360.3000|1242.8000|245.5000|2952.8000|891.2000|1.6000|886.7000
384085|PARAG MILK FOODS LTD.|20170331|12|INDAS|15771.9000|703.1000|NA|3067.5000|588.4000|3.3000|319.9000
384085|PARAG MILK FOODS LTD.|20180331|12|INDAS|18658.0000|635.2000|274.9000|3707.1000|1127.1000|52.5000|167.2000
384085|PARAG MILK FOODS LTD.|20190331|12|INDAS|20213.1000|646.3000|259.0000|3791.5000|566.2000|5.7000|1384.1000
384085|PARAG MILK FOODS LTD.|20200331|12|INDAS|21750.3000|591.2000|302.3000|3983.6000|705.9000|11.5000|-727.3000
384085|PARAG MILK FOODS LTD.|20210331|12|INDAS|16231.7000|292.6000|302.2000|3807.1000|317.1000|8.9000|1004.1000
384085|PARAG MILK FOODS LTD.|20220331|12|INDAS|20989.3000|2523.7000|71.5000|3499.2000|200.1000|1.1000|-1462.7000
384085|PARAG MILK FOODS LTD.|20230331|12|INDAS|29074.0000|2231.7000|280.4000|3114.0000|155.7000|2.3000|-1794.3000
38924|BRITANNIA INDUSTRIES LTD.|20150331|12|IGAAP|63328.2000|7.3000|2.4000|5259.4000|1209.7000|6.7000|6904.5000
38924|BRITANNIA INDUSTRIES LTD.|20160331|12|INDAS|78805.6000|4.9000|1.9000|6417.9000|2066.7000|45.9000|8780.3000
38924|BRITANNIA INDUSTRIES LTD.|20170331|12|INDAS|85815.5000|4.4000|1.8000|8240.7000|2973.5000|27.2000|4019.4000
38924|BRITANNIA INDUSTRIES LTD.|20180331|12|INDAS|92820.4000|3.0000|2.0000|10162.8000|3143.6000|5.8000|11825.8000
38924|BRITANNIA INDUSTRIES LTD.|20190331|12|INDAS|103894.9000|2.6000|2.7000|12914.7000|4327.0000|31.7000|11136.5000
38924|BRITANNIA INDUSTRIES LTD.|20200331|12|INDAS|108205.7000|7221.3000|6.1000|14243.9000|2849.7000|36.8000|16596.8000
38924|BRITANNIA INDUSTRIES LTD.|20210331|12|INDAS|121136.5000|7215.5000|7.7000|13685.6000|1102.7000|29.7000|17915.6000
38924|BRITANNIA INDUSTRIES LTD.|20220331|12|INDAS|131690.4000|6985.5000|7215.2000|13430.1000|1442.7000|112.4000|12060.9000
38924|BRITANNIA INDUSTRIES LTD.|20230331|12|INDAS|152851.2000|14665.8000|863.7000|22329.6000|11216.8000|10.6000|24420.5000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20150331|12|IGAAP|2336.4000|22.6000|NA|177.7000|18.6000|NA|96.5000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20160331|12|IGAAP|1804.8000|13.6000|12.4000|292.8000|133.0000|NA|197.0000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20170331|12|IGAAP|2877.6000|11.9000|NA|298.4000|27.3000|NA|172.1000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20180331|12|IGAAP|3818.8000|54.7000|NA|368.0000|95.6000|NA|85.0000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20190331|12|IGAAP|5000.1000|225.4000|NA|525.3000|186.2000|NA|463.1000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20200331|12|IGAAP|NA|392.6000|71.8000|897.0000|490.6000|NA|690.7000
391246|SANDHYA AQUA EXPORTS PVT. LTD.|20210331|12|IGAAP|NA|356.5000|133.6000|1206.0000|398.1000|NA|726.7000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20150331|12|IGAAP|11163.8000|194.9000|NA|740.5000|260.9000|0.6000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20160331|12|IGAAP|8647.5000|254.2000|NA|749.9000|101.8000|0.5000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20170331|12|IGAAP|10691.0000|160.7000|NA|986.8000|331.3000|0.2000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20180331|12|IGAAP|10362.8000|175.2000|54.2000|1005.0000|331.9000|0.8000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20190331|12|IGAAP|12113.3000|298.3000|50.8000|1044.8000|135.9000|0.2000|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20200331|12|IGAAP|14980.7000|379.9000|76.0000|1337.1000|396.5000|NA|NA
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20210331|12|IGAAP|13783.4000|461.5000|89.6000|1540.9000|362.1000|0.1000|-169.0000
398277|INDAPUR DAIRY & MILK PRODUCTS LTD.|20220331|12|IGAAP|18886.7000|772.7000|NA|2041.7000|685.8000|NA|663.2000
399416|PRATAAP SNACKS LTD.|20150331|12|IGAAP|5624.2000|79.0000|126.2000|1622.0000|368.4000|2.1000|NA
399416|PRATAAP SNACKS LTD.|20160331|12|IGAAP|7269.1000|210.4000|NA|1677.1000|295.9000|1.1000|NA
399416|PRATAAP SNACKS LTD.|20170331|12|INDAS|8606.4000|127.6000|141.1000|1998.8000|533.7000|102.6000|482.5000
399416|PRATAAP SNACKS LTD.|20180331|12|INDAS|9731.4000|NA|NA|2078.1000|377.3000|2.2000|864.0000
399416|PRATAAP SNACKS LTD.|20190331|12|INDAS|10714.8000|NA|NA|2662.2000|322.3000|16.0000|67.0000
399416|PRATAAP SNACKS LTD.|20200331|12|INDAS|12082.5000|581.3000|NA|3411.5000|655.4000|1.7000|669.2000
399416|PRATAAP SNACKS LTD.|20210331|12|INDAS|9989.4000|340.8000|NA|3069.3000|316.3000|3.0000|755.1000
399416|PRATAAP SNACKS LTD.|20220331|12|INDAS|13786.4000|357.2000|NA|5499.9000|596.9000|6.7000|459.6000
399416|PRATAAP SNACKS LTD.|20230331|12|INDAS|16363.4000|392.7000|NA|5806.2000|995.2000|6.3000|796.6000
399570|BIKANERVALA FOODS PVT. LTD.|20180331|12|IGAAP|7491.5000|323.0000|89.6000|1504.4000|244.1000|1.6000|617.0000
399570|BIKANERVALA FOODS PVT. LTD.|20190331|12|IGAAP|9149.8000|275.5000|126.4000|2008.0000|808.7000|15.4000|561.8000
399570|BIKANERVALA FOODS PVT. LTD.|20200331|12|INDAS|10609.3000|1063.2000|NA|2811.1000|623.3000|279.8000|927.1000
399570|BIKANERVALA FOODS PVT. LTD.|20210331|12|INDAS|9599.2000|1046.4000|NA|2761.7000|354.8000|178.5000|435.1000
399570|BIKANERVALA FOODS PVT. LTD.|20220331|12|INDAS|11560.3000|1310.5000|NA|3958.3000|1636.8000|159.9000|825.8000
414638|ANMOL INDUSTRIES LTD.|20150331|12|IGAAP|2476.0000|34.1000|NA|645.2000|269.3000|NA|515.9000
414638|ANMOL INDUSTRIES LTD.|20160331|12|IGAAP|2659.7000|73.6000|42.8000|588.3000|15.4000|NA|NA
414638|ANMOL INDUSTRIES LTD.|20170331|12|INDAS|12052.7000|538.4000|NA|8329.3000|9409.9000|5957.5000|989.0000
414638|ANMOL INDUSTRIES LTD.|20180331|12|INDAS|10850.9000|192.4000|123.9000|6941.7000|168.4000|0.2000|NA
414638|ANMOL INDUSTRIES LTD.|20190331|12|INDAS|10625.3000|9.4000|5.6000|5575.8000|103.7000|0.2000|NA
414638|ANMOL INDUSTRIES LTD.|20200331|12|INDAS|11823.7000|19.6000|6.9000|4228.5000|333.2000|0.8000|873.2000
414638|ANMOL INDUSTRIES LTD.|20210331|12|INDAS|12808.3000|113.6000|72.6000|3187.9000|415.6000|0.1000|1107.7000
414638|ANMOL INDUSTRIES LTD.|20220331|12|INDAS|13189.0000|37.5000|NA|3134.3000|232.9000|3.4000|465.4000
414638|ANMOL INDUSTRIES LTD.|20230331|12|INDAS|15627.5000|40.3000|NA|3274.3000|400.3000|0.2000|1606.3000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20150331|12|IGAAP|6039.8000|2470.4000|269.1000|1790.9000|8.1000|NA|144.9000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20160331|12|INDAS|6872.3000|4.5000|1011.9000|2742.6000|1590.9000|NA|912.8000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20170331|12|INDAS|8708.0000|2.2000|1156.9000|2854.0000|448.2000|NA|-769.3000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20180331|12|INDAS|9282.6000|0.7000|1.4000|2878.4000|325.3000|NA|1530.4000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20190331|12|INDAS|10442.2000|0.0000|7.5000|2912.5000|357.5000|1.2000|-458.0000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20200331|12|INDAS|12008.5000|3673.3000|NA|8571.6000|7270.3000|5602.0000|-924.9000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20210331|12|INDAS|9601.6000|1012.2000|NA|8404.7000|605.4000|NA|551.6000
416884|SUNFRESH AGRO INDS. PVT. LTD.|20220331|12|INDAS|11671.8000|2739.9000|NA|8089.3000|480.3000|NA|-1219.1000
432664|AACHI MASALA FOODS PVT. LTD.|20150331|12|IGAAP|NA|292.1000|NA|589.2000|217.4000|0.5000|-20.2000
432664|AACHI MASALA FOODS PVT. LTD.|20160331|12|IGAAP|1376.1000|237.8000|NA|599.9000|69.1000|1.8000|119.1000
432664|AACHI MASALA FOODS PVT. LTD.|20170331|12|IGAAP|2701.2000|289.9000|14.4000|923.8000|508.9000|314.9000|1016.6000
432664|AACHI MASALA FOODS PVT. LTD.|20180331|12|IGAAP|2113.6000|578.1000|126.0000|1731.0000|972.0000|327.4000|743.7000
432664|AACHI MASALA FOODS PVT. LTD.|20190331|12|IGAAP|1887.8000|638.7000|NA|1803.6000|278.8000|3.2000|492.8000
432664|AACHI MASALA FOODS PVT. LTD.|20200331|12|IGAAP|2589.0000|456.5000|NA|1814.7000|216.7000|2.2000|810.5000
432664|AACHI MASALA FOODS PVT. LTD.|20210331|12|IGAAP|2821.4000|543.5000|NA|1910.5000|427.0000|NA|597.8000
432664|AACHI MASALA FOODS PVT. LTD.|20220331|12|IGAAP|3158.4000|796.9000|NA|1718.8000|152.3000|1.5000|614.2000
456205|VIDYA HERBS PVT. LTD.|20150331|12|IGAAP|1298.9000|201.5000|NA|492.0000|181.8000|NA|-71.8000
456205|VIDYA HERBS PVT. LTD.|20160331|12|IGAAP|1170.4000|174.9000|NA|559.7000|95.5000|NA|NA
456205|VIDYA HERBS PVT. LTD.|20170331|12|IGAAP|2269.5000|147.2000|NA|592.8000|73.9000|NA|79.3000
456205|VIDYA HERBS PVT. LTD.|20180331|12|IGAAP|3767.8000|277.8000|NA|811.9000|243.9000|NA|110.4000
456205|VIDYA HERBS PVT. LTD.|20190331|12|IGAAP|4516.9000|352.6000|NA|1063.4000|303.6000|NA|NA
456205|VIDYA HERBS PVT. LTD.|20200331|12|IGAAP|3458.9000|511.3000|NA|1452.5000|457.8000|NA|395.6000
456205|VIDYA HERBS PVT. LTD.|20210331|12|IGAAP|6135.0000|527.1000|NA|1592.4000|NA|NA|-377.3000
456205|VIDYA HERBS PVT. LTD.|20220331|12|IGAAP|10249.3000|1905.1000|NA|2314.6000|821.9000|NA|-1582.9000
488714|ISCON BALAJI FOODS PVT. LTD.|20150331|12|IGAAP|458.4000|228.9000|18.0000|380.6000|57.4000|NA|67.3000
488714|ISCON BALAJI FOODS PVT. LTD.|20160331|12|IGAAP|516.2000|397.6000|100.0000|355.3000|8.8000|NA|161.6000
488714|ISCON BALAJI FOODS PVT. LTD.|20170331|12|IGAAP|622.8000|346.8000|84.1000|706.6000|394.6000|NA|48.7000
488714|ISCON BALAJI FOODS PVT. LTD.|20180331|12|IGAAP|790.4000|355.7000|180.0000|735.3000|68.8000|NA|-9.6000
488714|ISCON BALAJI FOODS PVT. LTD.|20190331|12|IGAAP|1391.7000|488.1000|121.8000|864.4000|179.6000|0.1000|139.9000
488714|ISCON BALAJI FOODS PVT. LTD.|20200331|12|IGAAP|1998.0000|688.4000|112.4000|1188.9000|400.2000|1.8000|-29.4000
488714|ISCON BALAJI FOODS PVT. LTD.|20210331|12|IGAAP|2693.9000|826.2000|89.1000|1471.8000|381.1000|2.8000|180.2000
488714|ISCON BALAJI FOODS PVT. LTD.|20220331|12|IGAAP|3427.0000|2400.2000|92.3000|1411.7000|49.6000|NA|-20.5000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20150331|12|IGAAP|1028.4000|206.0000|NA|424.8000|218.3000|2.4000|-82.0000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20160331|12|IGAAP|1609.7000|255.7000|NA|659.7000|263.4000|1.9000|21.3000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20170331|12|IGAAP|2013.2000|178.2000|NA|844.9000|240.9000|2.5000|464.1000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20180331|12|IGAAP|2740.3000|270.9000|NA|1113.7000|336.0000|0.6000|186.0000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20190331|12|IGAAP|3143.9000|308.0000|111.4000|1151.4000|178.9000|0.2000|435.4000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20200331|12|IGAAP|1356.3000|891.5000|138.0000|1131.6000|126.7000|1.3000|-515.5000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20210331|12|IGAAP|2027.6000|1504.8000|NA|1678.0000|720.1000|5.0000|534.6000
511372|SAHYADRI FARMERS PRODUCER CO. LTD.|20220331|12|IGAAP|NA|NA|NA|206.7000|40.9000|NA|NA
524469|AVANTI FROZEN FOODS PVT. LTD.|20160331|11|IGAAP|NA|1.2000|2.3000|252.5000|262.3000|5.4000|-947.1000
524469|AVANTI FROZEN FOODS PVT. LTD.|20180331|12|INDAS|5347.9000|18.4000|13.9000|1440.2000|1263.2000|0.6000|-436.8000
524469|AVANTI FROZEN FOODS PVT. LTD.|20190331|12|INDAS|6893.7000|10.6000|16.1000|1393.4000|113.8000|NA|572.7000
524469|AVANTI FROZEN FOODS PVT. LTD.|20200331|12|INDAS|8772.4000|3.3000|9.0000|1271.1000|97.8000|0.4000|580.5000
524469|AVANTI FROZEN FOODS PVT. LTD.|20210331|12|INDAS|8266.9000|20.3000|1.6000|1332.7000|241.7000|0.5000|383.2000
524469|AVANTI FROZEN FOODS PVT. LTD.|20220331|12|INDAS|9346.7000|17.7000|NA|1233.5000|93.0000|1.1000|-162.8000
524469|AVANTI FROZEN FOODS PVT. LTD.|20230331|12|INDAS|9973.6000|14.7000|NA|1600.3000|569.6000|0.3000|1700.6000
54885|DABUR INDIA LTD.|20150331|12|IGAAP|42319.0000|NA|NA|6825.2000|1164.3000|124.7000|8392.0000
54885|DABUR INDIA LTD.|20160331|12|INDAS|54122.0000|7.2000|NA|6388.1000|878.9000|25.5000|9603.0000
54885|DABUR INDIA LTD.|20170331|12|INDAS|53578.4000|2006.4000|0.7000|9419.8000|3803.9000|15.8000|9269.4000
54885|DABUR INDIA LTD.|20180331|12|INDAS|55522.6000|2010.4000|0.8000|9801.2000|1480.5000|8.7000|8164.1000
54885|DABUR INDIA LTD.|20190331|12|INDAS|61895.4000|260.5000|1750.9000|9872.5000|1181.6000|116.4000|11235.7000
54885|DABUR INDIA LTD.|20200331|12|INDAS|62410.9000|246.8000|366.9000|10859.0000|2417.9000|163.4000|11547.7000
54885|DABUR INDIA LTD.|20210331|12|INDAS|71388.5000|196.2000|NA|11574.2000|2289.0000|71.8000|17041.7000
54885|DABUR INDIA LTD.|20220331|12|INDAS|81101.1000|2894.4000|NA|13526.3000|3628.6000|36.3000|13199.5000
54885|DABUR INDIA LTD.|20230331|12|INDAS|85976.6000|2946.6000|NA|16165.9000|4567.5000|49.6000|15619.1000
59173|DEVI SEA FOODS LTD.|20150331|12|IGAAP|8161.1000|NA|NA|435.9000|120.5000|NA|260.5000
59173|DEVI SEA FOODS LTD.|20160331|12|IGAAP|7751.9000|3.1000|NA|647.2000|298.1000|NA|155.6000
59173|DEVI SEA FOODS LTD.|20170331|12|INDAS|11359.9000|106.9000|NA|928.2000|387.4000|0.5000|239.0000
59173|DEVI SEA FOODS LTD.|20180331|12|INDAS|15293.8000|96.4000|0.3000|956.9000|203.8000|NA|755.9000
59173|DEVI SEA FOODS LTD.|20190331|12|INDAS|17096.9000|75.2000|0.4000|1253.9000|520.0000|NA|2191.1000
59173|DEVI SEA FOODS LTD.|20200331|12|INDAS|19672.7000|22.9000|73.4000|1529.9000|513.0000|NA|652.1000
59173|DEVI SEA FOODS LTD.|20210331|12|INDAS|19159.1000|21.4000|1.1000|1933.9000|656.7000|0.3000|NA
59173|DEVI SEA FOODS LTD.|20220331|12|INDAS|27449.9000|20.9000|NA|2421.3000|796.8000|2.3000|NA
72030|FALCON MARINE EXPORTS LTD.|20150331|12|IGAAP|8722.1000|7.0000|39.1000|626.5000|NA|NA|206.7000
72030|FALCON MARINE EXPORTS LTD.|20160331|12|IGAAP|9184.0000|17.5000|12.5000|626.7000|129.1000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20170331|12|INDAS|10489.8000|353.2000|97.9000|1123.3000|695.4000|NA|1036.8000
72030|FALCON MARINE EXPORTS LTD.|20180331|12|INDAS|15588.4000|385.1000|155.0000|2017.4000|1201.7000|NA|-467.4000
72030|FALCON MARINE EXPORTS LTD.|20190331|12|INDAS|14595.1000|298.6000|NA|1905.8000|243.3000|NA|319.4000
72030|FALCON MARINE EXPORTS LTD.|20200331|12|INDAS|16299.5000|153.1000|NA|1836.4000|209.8000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20210331|12|INDAS|11472.2000|466.4000|NA|2280.2000|749.9000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20220331|12|INDAS|20556.8000|313.9000|NA|2333.1000|402.7000|NA|NA
72030|FALCON MARINE EXPORTS LTD.|20230331|12|INDAS|16469.2000|286.0000|NA|2409.8000|419.8000|NA|NA
74341|FOODS & INNS LTD.|20150331|12|IGAAP|3200.4000|96.6000|60.5000|875.4000|66.6000|NA|673.2000
74341|FOODS & INNS LTD.|20160331|12|IGAAP|3086.9000|70.6000|45.7000|1060.1000|265.8000|NA|-201.3000
74341|FOODS & INNS LTD.|20170331|12|INDAS|3326.7000|38.4000|26.2000|1063.7000|97.4000|NA|551.3000
74341|FOODS & INNS LTD.|20180331|12|INDAS|3171.0000|55.0000|19.8000|1061.7000|99.2000|NA|151.7000
74341|FOODS & INNS LTD.|20190331|12|INDAS|3238.0000|85.3000|9.9000|1188.2000|246.6000|13.8000|-185.1000
74341|FOODS & INNS LTD.|20200331|12|INDAS|3708.5000|125.1000|30.3000|1328.1000|264.4000|121.0000|-0.7000
74341|FOODS & INNS LTD.|20210331|12|INDAS|3499.4000|125.3000|77.8000|1262.3000|59.1000|NA|146.6000
74341|FOODS & INNS LTD.|20220331|12|INDAS|6153.2000|507.0000|62.3000|1318.3000|195.8000|NA|161.9000
74341|FOODS & INNS LTD.|20230331|12|INDAS|9749.0000|567.6000|82.1000|1724.2000|548.4000|0.3000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20150331|12|IGAAP|5855.5000|391.7000|74.4000|1081.8000|182.4000|0.5000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20160331|12|IGAAP|6773.2000|401.4000|76.0000|1404.5000|421.3000|7.5000|NA
77643|GADRE MARINE EXPORT PVT. LTD.|20170331|12|INDAS|7498.9000|316.1000|NA|1744.9000|462.6000|NA|212.1000
77643|GADRE MARINE EXPORT PVT. LTD.|20180331|12|INDAS|9581.6000|501.5000|NA|2237.6000|649.0000|0.1000|381.2000
77643|GADRE MARINE EXPORT PVT. LTD.|20190331|12|INDAS|9709.4000|976.3000|NA|2972.6000|921.0000|1.1000|1194.7000
77643|GADRE MARINE EXPORT PVT. LTD.|20200331|12|INDAS|8546.4000|1206.6000|NA|4283.7000|1566.7000|8.4000|206.8000
77643|GADRE MARINE EXPORT PVT. LTD.|20210331|12|INDAS|9028.8000|1445.5000|NA|4264.5000|311.6000|NA|123.4000
77643|GADRE MARINE EXPORT PVT. LTD.|20220331|12|INDAS|12967.3000|1137.3000|NA|4426.8000|501.6000|12.0000|313.6000
77643|GADRE MARINE EXPORT PVT. LTD.|20230331|12|INDAS|13579.6000|993.3000|NA|4549.0000|469.3000|5.3000|788.7000
89485|HALDIRAM SNACKS PVT. LTD.|20150331|12|IGAAP|17616.4000|433.5000|254.0000|6527.0000|2464.3000|0.4000|2163.3000
89485|HALDIRAM SNACKS PVT. LTD.|20160331|12|INDAS|19660.0000|246.3000|369.4000|6623.9000|1940.4000|1.6000|3258.9000
89485|HALDIRAM SNACKS PVT. LTD.|20170331|12|INDAS|24096.6000|333.5000|62.8000|6955.9000|1388.2000|6.5000|3068.5000
89485|HALDIRAM SNACKS PVT. LTD.|20180331|12|INDAS|25674.6000|716.8000|533.3000|6749.0000|2510.2000|21.3000|4872.5000
89485|HALDIRAM SNACKS PVT. LTD.|20190331|12|INDAS|30189.9000|802.2000|414.6000|8561.4000|3034.0000|272.2000|1848.5000
89485|HALDIRAM SNACKS PVT. LTD.|20200331|12|INDAS|36269.0000|1390.0000|500.0000|14068.1000|8817.3000|56.7000|6178.7000
89485|HALDIRAM SNACKS PVT. LTD.|20210331|12|INDAS|37668.2000|1032.7000|375.0000|15189.7000|2967.4000|10.1000|3797.8000
89485|HALDIRAM SNACKS PVT. LTD.|20220331|12|INDAS|46166.4000|403.8000|593.8000|17505.0000|4663.5000|6.0000|5412.7000
89485|HALDIRAM SNACKS PVT. LTD.|20230331|12|INDAS|55190.6000|386.8000|NA|15698.0000|754.6000|4.7000|7702.9000
94080|HINDUSTAN UNILEVER LTD.|20150331|12|IGAAP|320863.2000|NA|NA|24575.3000|3689.6000|87.5000|31037.6000
94080|HINDUSTAN UNILEVER LTD.|20160331|12|INDAS|329290.0000|NA|NA|29140.0000|8440.0000|10.0000|39740.0000
94080|HINDUSTAN UNILEVER LTD.|20170331|12|INDAS|338950.0000|NA|NA|40240.0000|15260.0000|3700.0000|49530.0000
94080|HINDUSTAN UNILEVER LTD.|20180331|12|INDAS|344470.0000|NA|NA|41420.0000|6380.0000|60.0000|59130.0000
94080|HINDUSTAN UNILEVER LTD.|20190331|12|INDAS|374870.0000|NA|NA|43430.0000|7510.0000|840.0000|57280.0000
94080|HINDUSTAN UNILEVER LTD.|20200331|12|INDAS|381020.0000|5510.0000|NA|50560.0000|18650.0000|110.0000|73050.0000
94080|HINDUSTAN UNILEVER LTD.|20210331|12|INDAS|453110.0000|6790.0000|NA|510270.0000|472950.0000|448350.0000|89570.0000
94080|HINDUSTAN UNILEVER LTD.|20220331|12|INDAS|503360.0000|6860.0000|NA|510340.0000|11210.0000|30.0000|89640.0000
94080|HINDUSTAN UNILEVER LTD.|20230331|12|INDAS|581540.0000|7460.0000|NA|514050.0000|14460.0000|180.0000|96260.0000
97066|I T C LTD.|20150331|12|IGAAP|487912.7000|386.9000|143.1000|141784.9000|33185.2000|3782.7000|93088.7000
97066|I T C LTD.|20160331|12|INDAS|503089.4000|258.3000|128.6000|140109.7000|10783.9000|433.1000|92119.2000
97066|I T C LTD.|20170331|12|INDAS|536724.4000|179.9000|78.4000|148802.4000|19596.9000|189.2000|100020.2000
97066|I T C LTD.|20180331|12|INDAS|425528.0000|111.3000|68.6000|155659.9000|19168.6000|782.3000|126508.5000
97066|I T C LTD.|20190331|12|INDAS|435720.6000|78.9000|32.4000|184864.0000|43811.0000|1351.1000|117490.5000
97066|I T C LTD.|20200331|12|INDAS|444975.0000|2648.8000|22.6000|201321.9000|29624.9000|206.3000|138061.8000
97066|I T C LTD.|20210331|12|INDAS|475236.5000|2776.4000|3.5000|218112.3000|33062.4000|20959.3000|114938.6000
97066|I T C LTD.|20220331|12|INDAS|578171.0000|2643.3000|7.4000|228564.1000|27758.7000|453.7000|148077.9000
97066|I T C LTD.|20230331|12|INDAS|669038.0000|2768.7000|12.6000|238218.5000|26744.8000|668.1000|179117.0000
